tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
933,4/1/2016 08:20:18,4/1/2016 08:35:52,502,Henry St & Grand St,40.714215,-73.981346,328,Watts St & Greenwich St,40.72405549,-74.00965965,16703,Subscriber,1983.0,2
169,4/1/2016 08:20:19,4/1/2016 08:23:09,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,15196,Subscriber,1972.0,1
1072,4/1/2016 08:20:23,4/1/2016 08:38:16,514,12 Ave & W 40 St,40.76087502,-74.00277668,3163,Central Park West & W 68 St,40.7734066,-73.97782542,15440,Subscriber,1979.0,1
860,4/1/2016 08:20:20,4/1/2016 08:34:41,514,12 Ave & W 40 St,40.76087502,-74.00277668,359,E 47 St & Park Ave,40.75510267,-73.97498696,18434,Subscriber,1977.0,1
527,4/1/2016 08:20:21,4/1/2016 08:29:08,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,485,W 37 St & 5 Ave,40.75038009,-73.98338988,20280,Subscriber,1982.0,2
663,4/1/2016 08:20:21,4/1/2016 08:31:25,478,11 Ave & W 41 St,40.76030096,-73.99884222,362,Broadway & W 37 St,40.75172632,-73.98753523,19956,Subscriber,1992.0,1
674,4/1/2016 08:20:21,4/1/2016 08:31:36,462,W 22 St & 10 Ave,40.74691959,-74.00451887,347,Greenwich St & W Houston St,40.728846,-74.008591,16217,Subscriber,1982.0,1
550,4/1/2016 08:20:23,4/1/2016 08:29:33,488,W 39 St & 9 Ave,40.75645824,-73.99372222,225,W 14 St & The High Line,40.74195138,-74.00803013,20697,Subscriber,1984.0,1
1469,4/1/2016 08:20:23,4/1/2016 08:44:52,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,306,Cliff St & Fulton St,40.70823502,-74.00530063,15703,Subscriber,1968.0,1
590,4/1/2016 08:20:24,4/1/2016 08:30:14,432,E 7 St & Avenue A,40.72621788,-73.98379855,475,E 16 St & Irving Pl,40.73524276,-73.98758561,19551,Subscriber,1971.0,1
197,4/1/2016 08:20:25,4/1/2016 08:23:43,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,17772,Subscriber,1950.0,2
66,4/1/2016 08:20:27,4/1/2016 08:21:34,304,Broadway & Battery Pl,40.70463334,-74.01361706,260,Broad St & Bridge St,40.70365182,-74.01167797,17672,Subscriber,1980.0,1
646,4/1/2016 08:20:32,4/1/2016 08:31:18,519,Pershing Square North,40.751873,-73.977706,2012,E 27 St & 1 Ave,40.739445,-73.976806,16537,Subscriber,1961.0,1
915,4/1/2016 08:20:36,4/1/2016 08:35:51,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,2008,Little West St & 1 Pl,40.70569254,-74.01677685,14972,Subscriber,1980.0,1
905,4/1/2016 08:20:39,4/1/2016 08:35:44,484,W 44 St & 5 Ave,40.75500254,-73.98014437,116,W 17 St & 8 Ave,40.74177603,-74.00149746,21027,Subscriber,1960.0,1
235,4/1/2016 08:20:43,4/1/2016 08:24:38,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,382,University Pl & E 14 St,40.73492695,-73.99200509,18797,Subscriber,1959.0,1
815,4/1/2016 08:20:45,4/1/2016 08:34:21,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,492,W 33 St & 7 Ave,40.75019995,-73.99093085,21008,Subscriber,1970.0,1
127,4/1/2016 08:20:46,4/1/2016 08:22:53,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,243,Fulton St & Rockwell Pl,40.688226,-73.979382,14628,Subscriber,1978.0,2
1520,4/1/2016 08:20:47,4/1/2016 08:46:08,350,Clinton St & Grand St,40.71559509,-73.9870295,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,14659,Subscriber,1979.0,1
1174,4/1/2016 08:20:49,4/1/2016 08:40:23,415,Pearl St & Hanover Square,40.7047177,-74.00926027,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,23036,Subscriber,1963.0,2
1370,4/1/2016 08:20:49,4/1/2016 08:43:40,3151,E 81 St & York Ave,40.7728384,-73.94989233,510,W 51 St & 6 Ave,40.7606597,-73.98042047,21126,Subscriber,1986.0,2
265,4/1/2016 08:20:49,4/1/2016 08:25:15,358,Christopher St & Greenwich St,40.73291553,-74.00711384,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,19297,Subscriber,1970.0,1
204,4/1/2016 08:20:51,4/1/2016 08:24:15,289,Monroe St & Classon Ave,40.6845683,-73.95881081,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,23371,Subscriber,1988.0,2
220,4/1/2016 08:20:52,4/1/2016 08:24:32,3099,Leonard St & Manhattan Ave,40.72152240339303,-73.94898265600203,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,14823,Subscriber,1979.0,2
360,4/1/2016 08:20:57,4/1/2016 08:26:57,450,W 49 St & 8 Ave,40.76227205,-73.98788205,493,W 45 St & 6 Ave,40.7568001,-73.98291153,18139,Subscriber,1990.0,1
440,4/1/2016 08:21:00,4/1/2016 08:28:20,362,Broadway & W 37 St,40.75172632,-73.98753523,440,E 45 St & 3 Ave,40.75255434,-73.97282625,15783,Subscriber,1970.0,1
262,4/1/2016 08:21:02,4/1/2016 08:25:24,379,W 31 St & 7 Ave,40.749156,-73.9916,402,Broadway & E 22 St,40.7403432,-73.98955109,16289,Subscriber,1978.0,1
1263,4/1/2016 08:21:02,4/1/2016 08:42:05,511,E 14 St & Avenue B,40.72938685,-73.97772429,360,William St & Pine St,40.70717936,-74.00887308,19042,Subscriber,1972.0,1
336,4/1/2016 08:21:03,4/1/2016 08:26:40,330,Reade St & Broadway,40.71450451,-74.00562789,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,18995,Subscriber,1963.0,1
649,4/1/2016 08:21:04,4/1/2016 08:31:53,480,W 53 St & 10 Ave,40.76669671,-73.99061728,465,Broadway & W 41 St,40.75513557,-73.98658032,16794,Subscriber,1989.0,2
682,4/1/2016 08:21:05,4/1/2016 08:32:28,497,E 17 St & Broadway,40.73704984,-73.99009296,174,E 25 St & 1 Ave,40.7381765,-73.97738662,20769,Subscriber,1969.0,2
350,4/1/2016 08:21:05,4/1/2016 08:26:56,428,E 3 St & 1 Ave,40.72467721,-73.98783413,504,1 Ave & E 15 St,40.73221853,-73.98165557,17026,Subscriber,1980.0,2
502,4/1/2016 08:21:08,4/1/2016 08:29:31,383,Greenwich Ave & Charles St,40.735238,-74.000271,402,Broadway & E 22 St,40.7403432,-73.98955109,21547,Subscriber,1989.0,2
1207,4/1/2016 08:21:08,4/1/2016 08:41:16,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,488,W 39 St & 9 Ave,40.75645824,-73.99372222,20049,Customer,,0
844,4/1/2016 08:21:10,4/1/2016 08:35:14,3160,Central Park West & W 76 St,40.77896784,-73.97374737,3153,E 71 St & 2 Ave,40.76817546742245,-73.95910263061523,17816,Subscriber,1960.0,1
505,4/1/2016 08:21:20,4/1/2016 08:29:46,3222,Hanson Pl & St Felix St,40.685159599891776,-73.97711366415024,143,Clinton St & Joralemon St,40.69239502,-73.99337909,18108,Subscriber,1957.0,1
529,4/1/2016 08:21:28,4/1/2016 08:30:17,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,500,Broadway & W 51 St,40.76228826,-73.98336183,15222,Subscriber,1974.0,1
231,4/1/2016 08:21:28,4/1/2016 08:25:19,330,Reade St & Broadway,40.71450451,-74.00562789,195,Liberty St & Broadway,40.70905623,-74.01043382,17204,Subscriber,1965.0,1
848,4/1/2016 08:21:28,4/1/2016 08:35:36,238,Bank St & Washington St,40.7361967,-74.00859207,2008,Little West St & 1 Pl,40.70569254,-74.01677685,18549,Subscriber,1982.0,1
228,4/1/2016 08:21:28,4/1/2016 08:25:17,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,21034,Subscriber,1988.0,1
276,4/1/2016 08:21:29,4/1/2016 08:26:06,484,W 44 St & 5 Ave,40.75500254,-73.98014437,529,W 42 St & 8 Ave,40.7575699,-73.99098507,20798,Subscriber,1975.0,1
1262,4/1/2016 08:21:34,4/1/2016 08:42:37,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,415,Pearl St & Hanover Square,40.7047177,-74.00926027,19460,Subscriber,1992.0,1
443,4/1/2016 08:21:34,4/1/2016 08:28:57,477,W 41 St & 8 Ave,40.75640548,-73.9900262,517,Pershing Square South,40.751581,-73.97791,15299,Subscriber,1992.0,1
336,4/1/2016 08:21:35,4/1/2016 08:27:12,513,W 56 St & 10 Ave,40.768254,-73.988639,457,Broadway & W 58 St,40.76695317,-73.98169333,16686,Subscriber,1994.0,1
243,4/1/2016 08:21:36,4/1/2016 08:25:40,468,Broadway & W 55 St,40.7652654,-73.98192338,520,W 52 St & 5 Ave,40.75992262,-73.97648516,16443,Subscriber,1976.0,1
569,4/1/2016 08:21:38,4/1/2016 08:31:07,387,Centre St & Chambers St,40.71273266,-74.0046073,147,Greenwich St & Warren St,40.71542197,-74.01121978,18691,Subscriber,1971.0,2
1032,4/1/2016 08:21:38,4/1/2016 08:38:51,147,Greenwich St & Warren St,40.71542197,-74.01121978,233,Cadman Plaza W & Pierrepont St,40.69475701363877,-73.99052739143372,16528,Subscriber,1958.0,2
467,4/1/2016 08:21:41,4/1/2016 08:29:29,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,17113,Subscriber,1969.0,1
661,4/1/2016 08:21:43,4/1/2016 08:32:44,504,1 Ave & E 15 St,40.73221853,-73.98165557,455,1 Ave & E 44 St,40.75001986,-73.96905301,15608,Subscriber,1986.0,1
1920,4/1/2016 08:21:43,4/1/2016 08:53:44,433,E 13 St & Avenue A,40.72955361,-73.98057249,3144,E 81 St & Park Ave,40.77677702,-73.9590097,19673,Subscriber,1989.0,1
1004,4/1/2016 08:21:46,4/1/2016 08:38:30,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,3140,1 Ave & E 78 St,40.77140426,-73.9535166,18355,Subscriber,1966.0,1
47466,4/1/2016 08:21:48,4/1/2016 21:32:55,463,9 Ave & W 16 St,40.74206539,-74.00443172,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,16204,Customer,,0
510,4/1/2016 08:21:50,4/1/2016 08:30:21,317,E 6 St & Avenue B,40.72453734,-73.98185424,250,Lafayette St & Jersey St,40.72456089,-73.99565293,18496,Subscriber,1992.0,1
901,4/1/2016 08:21:51,4/1/2016 08:36:52,507,E 25 St & 2 Ave,40.73912601,-73.97973776,492,W 33 St & 7 Ave,40.75019995,-73.99093085,15772,Subscriber,1970.0,2
977,4/1/2016 08:21:52,4/1/2016 08:38:09,3150,E 85 St & York Ave,40.77536905,-73.94803392,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,20300,Subscriber,1988.0,1
1194,4/1/2016 08:21:53,4/1/2016 08:41:47,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,417,Barclay St & Church St,40.71291224,-74.01020234,14548,Subscriber,1981.0,1
795,4/1/2016 08:21:54,4/1/2016 08:35:10,305,E 58 St & 3 Ave,40.76095756,-73.96724467,485,W 37 St & 5 Ave,40.75038009,-73.98338988,15013,Subscriber,1980.0,2
1272,4/1/2016 08:21:56,4/1/2016 08:43:08,480,W 53 St & 10 Ave,40.76669671,-73.99061728,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,15986,Subscriber,1979.0,1
190,4/1/2016 08:21:56,4/1/2016 08:25:06,387,Centre St & Chambers St,40.71273266,-74.0046073,147,Greenwich St & Warren St,40.71542197,-74.01121978,19803,Subscriber,1958.0,2
1445,4/1/2016 08:21:57,4/1/2016 08:46:02,147,Greenwich St & Warren St,40.71542197,-74.01121978,254,W 11 St & 6 Ave,40.73532427,-73.99800419,15903,Customer,,0
736,4/1/2016 08:21:58,4/1/2016 08:34:15,432,E 7 St & Avenue A,40.72621788,-73.98379855,308,St James Pl & Oliver St,40.71307916,-73.99851193,19265,Subscriber,1980.0,1
1130,4/1/2016 08:22:00,4/1/2016 08:40:51,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,19301,Subscriber,1964.0,1
252,4/1/2016 08:22:04,4/1/2016 08:26:17,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19704,Subscriber,1970.0,1
138,4/1/2016 08:22:06,4/1/2016 08:24:24,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,313,Washington Ave & Park Ave,40.69610226,-73.96751037,14566,Subscriber,1970.0,2
1296,4/1/2016 08:22:12,4/1/2016 08:43:48,116,W 17 St & 8 Ave,40.74177603,-74.00149746,137,E 56 St & Madison Ave,40.761628,-73.972924,17828,Subscriber,1981.0,1
301,4/1/2016 08:22:15,4/1/2016 08:27:17,316,Fulton St & William St,40.70955958,-74.00653609,152,Warren St & Church St,40.71473993,-74.00910627,24018,Subscriber,1989.0,1
1209,4/1/2016 08:22:15,4/1/2016 08:42:25,368,Carmine St & 6 Ave,40.73038599,-74.00214988,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,15077,Customer,,0
321,4/1/2016 08:22:22,4/1/2016 08:27:43,167,E 39 St & 3 Ave,40.7489006,-73.97604882,498,Broadway & W 32 St,40.74854862,-73.98808416,15288,Subscriber,1983.0,2
531,4/1/2016 08:22:21,4/1/2016 08:31:13,3238,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,3168,Central Park West & W 85 St,40.78472675,-73.96961715,21553,Subscriber,1973.0,1
950,4/1/2016 08:22:28,4/1/2016 08:38:19,501,FDR Drive & E 35 St,40.744219,-73.97121214,510,W 51 St & 6 Ave,40.7606597,-73.98042047,24757,Subscriber,1988.0,1
1067,4/1/2016 08:22:28,4/1/2016 08:40:16,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,147,Greenwich St & Warren St,40.71542197,-74.01121978,18374,Subscriber,1960.0,2
669,4/1/2016 08:22:31,4/1/2016 08:33:40,533,Broadway & W 39 St,40.75299641,-73.98721619,475,E 16 St & Irving Pl,40.73524276,-73.98758561,22480,Subscriber,1977.0,1
516,4/1/2016 08:22:32,4/1/2016 08:31:08,514,12 Ave & W 40 St,40.76087502,-74.00277668,434,9 Ave & W 18 St,40.74317449,-74.00366443,15597,Subscriber,1999.0,1
147,4/1/2016 08:22:32,4/1/2016 08:24:59,406,Hicks St & Montague St,40.69512845,-73.99595065,143,Clinton St & Joralemon St,40.69239502,-73.99337909,16435,Subscriber,1977.0,2
717,4/1/2016 08:22:33,4/1/2016 08:34:30,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,465,Broadway & W 41 St,40.75513557,-73.98658032,21578,Subscriber,1977.0,1
424,4/1/2016 08:22:36,4/1/2016 08:29:41,462,W 22 St & 10 Ave,40.74691959,-74.00451887,466,W 25 St & 6 Ave,40.74395411,-73.99144871,20754,Subscriber,1986.0,2
665,4/1/2016 08:22:40,4/1/2016 08:33:45,3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,3098,Leonard St & Bayard St,40.71928,-73.94861,14995,Subscriber,1987.0,2
383,4/1/2016 08:22:42,4/1/2016 08:29:06,3176,W 64 St & West End Ave,40.77452835,-73.98753759,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,20079,Subscriber,1982.0,1
681,4/1/2016 08:22:43,4/1/2016 08:34:04,116,W 17 St & 8 Ave,40.74177603,-74.00149746,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,14771,Subscriber,1986.0,1
502,4/1/2016 08:22:44,4/1/2016 08:31:06,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,456,E 53 St & Madison Ave,40.7597108,-73.97402311,20818,Subscriber,1983.0,1
114,4/1/2016 08:22:43,4/1/2016 08:24:38,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,20601,Subscriber,1987.0,1
1102,4/1/2016 08:22:44,4/1/2016 08:41:07,514,12 Ave & W 40 St,40.76087502,-74.00277668,3160,Central Park West & W 76 St,40.77896784,-73.97374737,16506,Subscriber,1954.0,1
274,4/1/2016 08:22:46,4/1/2016 08:27:20,233,Cadman Plaza W & Pierrepont St,40.69475701363877,-73.99052739143372,217,Old Fulton St,40.70277159,-73.99383605,18664,Subscriber,1990.0,1
224,4/1/2016 08:22:47,4/1/2016 08:26:32,362,Broadway & W 37 St,40.75172632,-73.98753523,493,W 45 St & 6 Ave,40.7568001,-73.98291153,19396,Subscriber,1982.0,1
509,4/1/2016 08:22:49,4/1/2016 08:31:19,507,E 25 St & 2 Ave,40.73912601,-73.97973776,496,E 16 St & 5 Ave,40.73726186,-73.99238967,17123,Subscriber,1979.0,2
229,4/1/2016 08:22:51,4/1/2016 08:26:41,494,W 26 St & 8 Ave,40.74734825,-73.99723551,463,9 Ave & W 16 St,40.74206539,-74.00443172,17604,Subscriber,1964.0,1
815,4/1/2016 08:22:53,4/1/2016 08:36:29,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,304,Broadway & Battery Pl,40.70463334,-74.01361706,17139,Subscriber,1982.0,1
1033,4/1/2016 08:22:56,4/1/2016 08:40:10,3140,1 Ave & E 78 St,40.77140426,-73.9535166,484,W 44 St & 5 Ave,40.75500254,-73.98014437,15738,Subscriber,1978.0,1
253,4/1/2016 08:22:59,4/1/2016 08:27:13,319,Fulton St & Broadway,40.711066,-74.009447,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,23780,Subscriber,1953.0,1
1057,4/1/2016 08:23:00,4/1/2016 08:40:38,350,Clinton St & Grand St,40.71559509,-73.9870295,2012,E 27 St & 1 Ave,40.739445,-73.976806,21555,Subscriber,1983.0,1
476,4/1/2016 08:23:03,4/1/2016 08:30:59,519,Pershing Square North,40.751873,-73.977706,491,E 24 St & Park Ave S,40.74096374,-73.98602213,15691,Subscriber,1965.0,1
387,4/1/2016 08:23:05,4/1/2016 08:29:32,505,6 Ave & W 33 St,40.74901271,-73.98848395,493,W 45 St & 6 Ave,40.7568001,-73.98291153,19063,Subscriber,1960.0,1
1360,4/1/2016 08:23:05,4/1/2016 08:45:46,310,State St & Smith St,40.68926942,-73.98912867,253,W 13 St & 5 Ave,40.73543934,-73.99453948,17859,Subscriber,1979.0,1
1397,4/1/2016 08:23:05,4/1/2016 08:46:23,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,19369,Subscriber,1989.0,1
1124,4/1/2016 08:23:05,4/1/2016 08:41:50,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,454,E 51 St & 1 Ave,40.75455731,-73.96592976,15412,Subscriber,1964.0,1
729,4/1/2016 08:23:07,4/1/2016 08:35:17,487,E 20 St & FDR Drive,40.73314259,-73.97573881,341,Stanton St & Mangin St,40.71782143,-73.97628939,21508,Subscriber,1965.0,1
631,4/1/2016 08:23:13,4/1/2016 08:33:45,461,E 20 St & 2 Ave,40.73587678,-73.98205027,251,Mott St & Prince St,40.72317958,-73.99480012,17841,Subscriber,1991.0,1
338,4/1/2016 08:23:13,4/1/2016 08:28:52,382,University Pl & E 14 St,40.73492695,-73.99200509,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,18156,Subscriber,1991.0,2
1595,4/1/2016 08:23:22,4/1/2016 08:49:57,3124,46 Ave & 5 St,40.74731,-73.95451,485,W 37 St & 5 Ave,40.75038009,-73.98338988,16453,Subscriber,1971.0,1
426,4/1/2016 08:23:21,4/1/2016 08:30:28,3109,Banker St & Meserole Ave,40.72606,-73.95621,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,14918,Subscriber,1993.0,1
534,4/1/2016 08:23:29,4/1/2016 08:32:23,439,E 4 St & 2 Ave,40.7262807,-73.98978041,2004,6 Ave & Broome St,40.724399,-74.004704,17551,Subscriber,1992.0,1
784,4/1/2016 08:23:30,4/1/2016 08:36:34,279,Peck Slip & Front St,40.707873,-74.00167,2010,Grand St & Greene St,40.72165481,-74.00234737,18196,Subscriber,1970.0,2
644,4/1/2016 08:23:32,4/1/2016 08:34:17,3109,Banker St & Meserole Ave,40.72606,-73.95621,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,16499,Subscriber,1965.0,1
382,4/1/2016 08:23:34,4/1/2016 08:29:56,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,144,Nassau St & Navy St,40.69839895,-73.98068914,16054,Subscriber,1976.0,1
120,4/1/2016 08:23:36,4/1/2016 08:25:36,457,Broadway & W 58 St,40.76695317,-73.98169333,500,Broadway & W 51 St,40.76228826,-73.98336183,19420,Subscriber,1985.0,1
226,4/1/2016 08:23:38,4/1/2016 08:27:25,303,Mercer St & Spring St,40.72362738,-73.99949601,2004,6 Ave & Broome St,40.724399,-74.004704,20743,Subscriber,1991.0,1
647,4/1/2016 08:23:41,4/1/2016 08:34:28,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,18203,Customer,,0
537,4/1/2016 08:23:40,4/1/2016 08:32:38,3224,W 13 St & Hudson St,40.73997354103409,-74.00513872504234,251,Mott St & Prince St,40.72317958,-73.99480012,14714,Subscriber,1986.0,1
260,4/1/2016 08:23:42,4/1/2016 08:28:03,446,W 24 St & 7 Ave,40.74487634,-73.99529885,444,Broadway & W 24 St,40.7423543,-73.98915076,17881,Subscriber,1956.0,2
246,4/1/2016 08:23:42,4/1/2016 08:27:49,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,454,E 51 St & 1 Ave,40.75455731,-73.96592976,20243,Subscriber,1972.0,2
543,4/1/2016 08:23:44,4/1/2016 08:32:48,442,W 27 St & 7 Ave,40.746647,-73.993915,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,14841,Subscriber,1973.0,1
885,4/1/2016 08:23:46,4/1/2016 08:38:31,447,8 Ave & W 52 St,40.76370739,-73.9851615,3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,17310,Subscriber,1957.0,2
578,4/1/2016 08:23:47,4/1/2016 08:33:25,347,Greenwich St & W Houston St,40.728846,-74.008591,168,W 18 St & 6 Ave,40.73971301,-73.99456405,19435,Customer,,0
1378,4/1/2016 08:23:49,4/1/2016 08:46:47,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,15883,Subscriber,1992.0,2
413,4/1/2016 08:23:51,4/1/2016 08:30:44,337,Old Slip & Front St,40.7037992,-74.00838676,2009,Catherine St & Monroe St,40.71117444,-73.99682619,23977,Subscriber,1981.0,1
342,4/1/2016 08:23:55,4/1/2016 08:29:37,513,W 56 St & 10 Ave,40.768254,-73.988639,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,20308,Subscriber,1982.0,1
1426,4/1/2016 08:23:58,4/1/2016 08:47:44,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,18270,Subscriber,1957.0,2
223,4/1/2016 08:24:01,4/1/2016 08:27:44,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,15039,Subscriber,1988.0,2
300,4/1/2016 08:24:02,4/1/2016 08:29:02,480,W 53 St & 10 Ave,40.76669671,-73.99061728,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,16780,Subscriber,1961.0,1
424,4/1/2016 08:24:05,4/1/2016 08:31:09,450,W 49 St & 8 Ave,40.76227205,-73.98788205,457,Broadway & W 58 St,40.76695317,-73.98169333,20178,Subscriber,1987.0,2
424,4/1/2016 08:24:05,4/1/2016 08:31:09,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,17774,Subscriber,1985.0,2
355,4/1/2016 08:24:09,4/1/2016 08:30:05,496,E 16 St & 5 Ave,40.73726186,-73.99238967,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,19064,Subscriber,1979.0,1
354,4/1/2016 08:24:10,4/1/2016 08:30:05,496,E 16 St & 5 Ave,40.73726186,-73.99238967,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,16471,Subscriber,1983.0,2
1985,4/1/2016 08:24:10,4/1/2016 08:57:16,499,Broadway & W 60 St,40.76915505,-73.98191841,328,Watts St & Greenwich St,40.72405549,-74.00965965,18144,Subscriber,1961.0,2
654,4/1/2016 08:24:11,4/1/2016 08:35:05,127,Barrow St & Hudson St,40.73172428,-74.00674436,442,W 27 St & 7 Ave,40.746647,-73.993915,15379,Subscriber,1947.0,1
312,4/1/2016 08:24:13,4/1/2016 08:29:25,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,463,9 Ave & W 16 St,40.74206539,-74.00443172,15112,Subscriber,1976.0,1
483,4/1/2016 08:24:14,4/1/2016 08:32:18,3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154,3114,India St & East River,40.73165141,-73.96161892,20904,Subscriber,1979.0,2
199,4/1/2016 08:24:16,4/1/2016 08:27:36,2008,Little West St & 1 Pl,40.70569254,-74.01677685,260,Broad St & Bridge St,40.70365182,-74.01167797,16988,Subscriber,1964.0,1
949,4/1/2016 08:24:17,4/1/2016 08:40:06,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,458,11 Ave & W 27 St,40.751396,-74.005226,19501,Subscriber,1959.0,2
1222,4/1/2016 08:24:18,4/1/2016 08:44:41,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,303,Mercer St & Spring St,40.72362738,-73.99949601,19351,Subscriber,1987.0,1
718,4/1/2016 08:24:21,4/1/2016 08:36:20,454,E 51 St & 1 Ave,40.75455731,-73.96592976,72,W 52 St & 11 Ave,40.76727216,-73.99392888,17629,Subscriber,1985.0,1
946,4/1/2016 08:24:23,4/1/2016 08:40:09,480,W 53 St & 10 Ave,40.76669671,-73.99061728,517,Pershing Square South,40.751581,-73.97791,16170,Subscriber,1977.0,1
1023,4/1/2016 08:24:25,4/1/2016 08:41:28,301,E 2 St & Avenue B,40.72217444,-73.98368779,167,E 39 St & 3 Ave,40.7489006,-73.97604882,15205,Subscriber,1974.0,1
739,4/1/2016 08:24:25,4/1/2016 08:36:45,313,Washington Ave & Park Ave,40.69610226,-73.96751037,390,Duffield St & Willoughby St,40.69221589,-73.9842844,20759,Subscriber,1981.0,2
134,4/1/2016 08:24:29,4/1/2016 08:26:43,504,1 Ave & E 15 St,40.73221853,-73.98165557,545,E 23 St & 1 Ave,40.736502,-73.97809472,20215,Subscriber,1986.0,1
1358,4/1/2016 08:24:30,4/1/2016 08:47:08,462,W 22 St & 10 Ave,40.74691959,-74.00451887,497,E 17 St & Broadway,40.73704984,-73.99009296,14994,Subscriber,1958.0,1
625,4/1/2016 08:24:31,4/1/2016 08:34:57,305,E 58 St & 3 Ave,40.76095756,-73.96724467,465,Broadway & W 41 St,40.75513557,-73.98658032,18412,Subscriber,1985.0,1
469,4/1/2016 08:24:32,4/1/2016 08:32:22,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,15653,Subscriber,1983.0,1
475,4/1/2016 08:24:33,4/1/2016 08:32:28,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,15434,Subscriber,1984.0,2
